epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,426.0,720.0,10000.0,23.474178,12.5,12.5,-0.02411975,1e-04,,0.01,2.8810248,
0.0,20000.0,574.0,1520.0,20000.0,34.843204,62.5,37.5,-0.026228862,1e-04,,0.01,2.8642373,
0.0,30000.0,724.0,2320.0,30000.0,41.436462,31.25,35.416668,-0.023280159,1e-04,,0.01,2.8526695,
0.0,40000.0,873.0,3120.0,40000.0,45.819016,25.0,32.8125,-0.028488383,1e-04,,0.01,2.857416,
0.0,50000.0,1012.0,3840.0,50000.0,49.407116,87.5,43.75,-0.032656197,1e-04,,0.01,2.8297718,
0.0,60000.0,1162.0,4640.0,60000.0,51.635113,62.5,46.875,-0.026331143,1e-04,,0.01,2.8170269,
