epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,434.0,720.0,10000.0,23.041475,56.25,56.25,-0.01447264,1e-04,,0.01,2.8755853,
0.0,20000.0,582.0,1520.0,20000.0,34.36426,31.25,43.75,-0.035736017,1e-04,,0.01,2.8695045,
0.0,30000.0,726.0,2320.0,30000.0,41.322315,0.0,29.166666,-0.03281646,1e-04,,0.01,2.8563924,
0.0,40000.0,875.0,3120.0,40000.0,45.714287,0.0,21.875,-0.02359793,1e-04,,0.01,2.8513422,
0.0,50000.0,1012.0,3840.0,50000.0,49.407116,106.25,38.75,-0.013186168,1e-04,,0.01,2.8280165,
0.0,60000.0,1164.0,4640.0,60000.0,51.54639,75.0,44.791668,-0.02191213,1e-04,,0.01,2.8198793,
