epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.00025,,0.01,,
0.0,10000.0,289.0,640.0,10000.0,34.602077,12.5,12.5,-0.030264955,0.0002497952,,0.01,2.8417814,
0.0,20000.0,353.0,1440.0,20000.0,56.657223,37.5,25.0,-0.031993777,0.0002495392,,0.01,2.8273559,
0.0,30000.0,418.0,2240.0,30000.0,71.77033,37.5,29.166666,-0.032978717,0.0002492832,,0.01,2.8149302,
0.0,40000.0,481.0,3040.0,40000.0,83.16008,6.25,23.4375,-0.03378544,0.0002490272,,0.01,2.8419566,
0.0,50000.0,546.0,3840.0,50000.0,91.57509,53.125,29.375,-0.032910332,0.0002487712,,0.01,2.830166,
0.0,60000.0,609.0,4640.0,60000.0,98.52217,59.375,34.375,-0.031196818,0.0002485152,,0.01,2.811534,
0.0,70000.0,672.0,5440.0,70000.0,104.166664,31.25,33.92857,-0.03435835,0.0002482592,,0.01,2.8381367,
0.0,80000.0,734.0,6240.0,80000.0,108.99183,15.625,31.640625,-0.035290495,0.0002480032,,0.01,2.8180878,
0.0,90000.0,787.0,6880.0,90000.0,114.35832,31.25,31.597221,-0.035699464,0.0002477984,,0.01,2.8114352,
0.0,100000.0,849.0,7680.0,100000.0,117.78563,68.75,35.3125,-0.033071134,0.0002475424,,0.01,2.792758,
0.0,110000.0,912.0,8480.0,110000.0,120.61404,0.0,32.102272,-0.03273367,0.0002472864,,0.01,2.7688189,
0.0,120000.0,977.0,9280.0,120000.0,122.824974,0.0,29.427084,-0.034026615,0.0002470304,,0.01,2.7928147,
0.0,130000.0,1041.0,10080.0,130000.0,124.87992,34.375,29.807692,-0.032334257,0.0002467744,,0.01,2.727096,
0.0,140000.0,1106.0,10880.0,140000.0,126.582275,0.0,27.678572,-0.034052562,0.0002465184,,0.01,2.742789,
0.0,150000.0,1170.0,11680.0,150000.0,128.20512,25.0,27.5,-0.033243433,0.0002462624,,0.01,2.7352936,
