epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,442.0,720.0,10000.0,22.624434,37.5,37.5,-0.025786987,1e-04,,0.01,2.882667,
0.0,20000.0,615.0,1520.0,20000.0,32.520325,0.0,18.75,-0.031303957,1e-04,,0.01,2.8720925,
0.0,30000.0,779.0,2320.0,30000.0,38.51091,12.5,16.666666,-0.034202218,1e-04,,0.01,2.8687582,
0.0,40000.0,934.0,3120.0,40000.0,42.826553,43.75,23.4375,-0.0268418,1e-04,,0.01,2.850504,
0.0,50000.0,1075.0,3840.0,50000.0,46.511627,87.5,36.25,-0.032082047,1e-04,,0.01,2.8458998,
0.0,60000.0,1222.0,4640.0,60000.0,49.099834,75.0,42.708332,-0.01999696,1e-04,,0.01,2.8361368,
0.0,70000.0,1370.0,5440.0,70000.0,51.09489,43.75,42.857143,-0.021819647,1e-04,,0.01,2.7514687,
0.0,80000.0,1521.0,6240.0,80000.0,52.596977,43.75,42.96875,-0.029443182,1e-04,,0.01,2.7555087,
0.0,90000.0,1663.0,6960.0,90000.0,54.11906,56.25,44.444443,-0.026870709,1e-04,,0.01,2.7655056,
0.0,100000.0,1816.0,7760.0,100000.0,55.06608,12.5,41.25,-0.0350613,1e-04,,0.01,2.755543,
0.0,110000.0,1970.0,8560.0,110000.0,55.837563,0.0,37.5,-0.03180679,1e-04,,0.01,2.7473009,
0.0,120000.0,2123.0,9360.0,120000.0,56.52379,43.75,38.020832,-0.011195696,1e-04,,0.01,2.7242343,
0.0,130000.0,2264.0,10080.0,130000.0,57.420494,68.75,40.384617,-0.027301177,1e-04,,0.01,2.7254012,
0.0,140000.0,2416.0,10880.0,140000.0,57.94702,12.5,38.392857,-0.02167488,1e-04,,0.01,2.7286358,
0.0,150000.0,2570.0,11680.0,150000.0,58.365757,75.0,40.833332,-0.029014377,1e-04,,0.01,2.6823897,
0.0,160000.0,2721.0,12480.0,160000.0,58.80191,43.75,41.015625,-0.030094732,1e-04,,0.01,2.744801,
0.0,170000.0,2869.0,13280.0,170000.0,59.254097,56.25,41.911766,-0.028882489,1e-04,,0.01,2.6388483,
0.0,180000.0,3010.0,14000.0,180000.0,59.800663,81.25,44.09722,-0.019989563,1e-04,,0.01,2.6167088,
0.0,190000.0,3162.0,14800.0,190000.0,60.08855,118.75,48.026318,-0.026653765,1e-04,,0.01,2.6937299,
0.0,200000.0,3312.0,15600.0,200000.0,60.386475,68.75,49.0625,-0.025198432,1e-04,,0.01,2.6150668,
0.0,210000.0,3465.0,16400.0,210000.0,60.60606,131.25,52.97619,-0.027401395,1e-04,,0.01,2.6341038,
0.0,220000.0,3605.0,17120.0,220000.0,61.026352,62.5,53.409092,-0.028810311,1e-04,,0.01,2.6738129,
0.0,230000.0,3752.0,17920.0,230000.0,61.30064,12.5,51.630436,-0.02640307,1e-04,,0.01,2.595255,
0.0,240000.0,3903.0,18720.0,240000.0,61.49116,43.75,51.302082,-0.02663725,1e-04,,0.01,2.6101315,
0.0,250000.0,4056.0,19520.0,250000.0,61.63708,31.25,50.5,-0.025317308,1e-04,,0.01,2.5251307,
0.0,260000.0,4197.0,20240.0,260000.0,61.949013,56.25,50.721153,-0.019798614,1e-04,,0.01,2.6073098,
0.0,270000.0,4348.0,21040.0,270000.0,62.097515,87.5,52.083332,-0.028439838,1e-04,,0.01,2.6588702,
0.0,280000.0,4500.0,21840.0,280000.0,62.22222,118.75,54.464287,-0.02305986,1e-04,,0.01,2.5597587,
0.0,290000.0,4649.0,22640.0,290000.0,62.379005,62.5,54.74138,-0.029584564,1e-04,,0.01,2.5685358,
0.0,300000.0,4799.0,23360.0,300000.0,62.513023,87.5,55.833332,-0.031497855,1e-04,,0.01,2.566364,
0.0,310000.0,4963.0,24160.0,310000.0,62.46222,137.5,58.467743,-0.015860815,1e-04,,0.01,2.5201864,
0.0,320000.0,5124.0,24960.0,320000.0,62.45121,31.25,57.617188,-0.027364677,1e-04,,0.01,2.441542,
0.0,330000.0,5281.0,25760.0,330000.0,62.488167,31.25,56.81818,-0.03114226,1e-04,,0.01,2.6123922,
0.0,340000.0,5442.0,26560.0,340000.0,62.47703,137.5,59.191177,-0.020717107,1e-04,,0.01,2.4725165,
0.0,350000.0,5591.0,27280.0,350000.0,62.60061,106.25,60.535713,-0.01602915,1e-04,,0.01,2.4879215,
0.0,360000.0,5749.0,28080.0,360000.0,62.619587,118.75,62.15278,-0.024750981,1e-04,,0.01,2.509528,
0.0,370000.0,5907.0,28880.0,370000.0,62.63755,68.75,62.33108,-0.024317272,1e-04,,0.01,2.5776799,
0.0,380000.0,6063.0,29680.0,380000.0,62.675243,106.25,63.486843,-0.023401825,1e-04,,0.01,2.508662,
0.0,390000.0,6206.0,30400.0,390000.0,62.84241,118.75,64.90385,-0.025542472,1e-04,,0.01,2.465032,
0.0,400000.0,6360.0,31200.0,400000.0,62.89308,193.75,68.125,-0.024468902,1e-04,,0.01,2.4855266,
0.0,410000.0,6513.0,32000.0,410000.0,62.95102,106.25,69.05488,-0.026704036,1e-04,,0.01,2.4575706,
0.0,420000.0,6663.0,32800.0,420000.0,63.034668,81.25,69.34524,-0.026072258,1e-04,,0.01,2.5678833,
0.0,430000.0,6805.0,33520.0,430000.0,63.18883,75.0,69.476746,-0.03640253,1e-04,,0.01,2.5454307,
0.0,440000.0,6956.0,34320.0,440000.0,63.254745,68.75,69.46023,-0.02801631,1e-04,,0.01,2.4666414,
0.0,450000.0,7107.0,35120.0,450000.0,63.317856,118.75,70.55556,-0.021811098,1e-04,,0.01,2.4481692,
0.0,460000.0,7258.0,35920.0,460000.0,63.37834,56.25,70.24457,-0.03371922,1e-04,,0.01,2.4295354,
0.0,470000.0,7400.0,36640.0,470000.0,63.51351,168.75,72.34042,-0.031529028,1e-04,,0.01,2.56941,
0.0,480000.0,7553.0,37440.0,480000.0,63.550907,50.0,71.875,-0.029457288,1e-04,,0.01,2.375304,
0.0,490000.0,7705.0,38240.0,490000.0,63.59507,31.25,71.04592,-0.03570437,1e-04,,0.01,2.5559032,
0.0,500000.0,7853.0,39040.0,500000.0,63.669933,181.25,73.25,-0.02486517,1e-04,,0.01,2.5417337,
0.0,510000.0,8005.0,39840.0,510000.0,63.710182,143.75,74.632355,-0.024070658,1e-04,,0.01,2.4187675,
0.0,520000.0,8149.0,40560.0,520000.0,63.811512,87.5,74.87981,-0.03153546,1e-04,,0.01,2.5005286,
0.0,530000.0,8302.0,41360.0,530000.0,63.84004,75.0,74.88207,-0.02793335,1e-04,,0.01,2.3828685,
0.0,540000.0,8459.0,42160.0,540000.0,63.837334,62.5,74.65278,-0.031652853,1e-04,,0.01,2.4185896,
0.0,550000.0,8612.0,42960.0,550000.0,63.864376,43.75,74.09091,-0.02483065,1e-04,,0.01,2.3392038,
0.0,560000.0,8754.0,43680.0,560000.0,63.970757,43.75,73.54911,-0.01923401,1e-04,,0.01,2.3598492,
0.0,570000.0,8908.0,44480.0,570000.0,63.987427,68.75,73.46491,-0.022204924,1e-04,,0.01,2.4873965,
0.0,580000.0,9061.0,45280.0,580000.0,64.0106,106.25,74.030174,-0.014192985,1e-04,,0.01,2.3316205,
0.0,590000.0,9214.0,46080.0,590000.0,64.03299,93.75,74.36441,-0.026024342,1e-04,,0.01,2.357638,
