epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,428.0,720.0,10000.0,23.364487,12.5,12.5,-0.021358341,1e-04,,0.01,2.8812962,
0.0,20000.0,596.0,1520.0,20000.0,33.55705,43.75,28.125,-0.023056665,1e-04,,0.01,2.869648,
0.0,30000.0,763.0,2320.0,30000.0,39.31848,62.5,39.583332,-0.024286963,1e-04,,0.01,2.8525128,
0.0,40000.0,919.0,3120.0,40000.0,43.52557,112.5,57.8125,-0.0076035284,1e-04,,0.01,2.8518333,
0.0,50000.0,1062.0,3840.0,50000.0,47.08098,12.5,48.75,-0.029437302,1e-04,,0.01,2.8463712,
0.0,60000.0,1217.0,4640.0,60000.0,49.30156,25.0,44.791668,-0.012983196,1e-04,,0.01,2.8153346,
0.0,70000.0,1370.0,5440.0,70000.0,51.09489,62.5,47.32143,-0.02441329,1e-04,,0.01,2.7639692,
0.0,80000.0,1522.0,6240.0,80000.0,52.562416,62.5,49.21875,-0.019611508,1e-04,,0.01,2.757684,
0.0,90000.0,1664.0,6960.0,90000.0,54.08654,118.75,56.944443,-0.024780294,1e-04,,0.01,2.7765346,
0.0,100000.0,1816.0,7760.0,100000.0,55.06608,106.25,61.875,-0.028389001,1e-04,,0.01,2.7330856,
0.0,110000.0,1967.0,8560.0,110000.0,55.922726,43.75,60.227272,-0.024771666,1e-04,,0.01,2.746468,
0.0,120000.0,2117.0,9360.0,120000.0,56.683987,12.5,56.25,-0.030895364,1e-04,,0.01,2.7645895,
0.0,130000.0,2258.0,10080.0,130000.0,57.573074,87.5,58.653847,-0.029265942,1e-04,,0.01,2.7602224,
0.0,140000.0,2407.0,10880.0,140000.0,58.16369,31.25,56.69643,-0.024460811,1e-04,,0.01,2.7236235,
0.0,150000.0,2560.0,11680.0,150000.0,58.59375,43.75,55.833332,-0.03928035,1e-04,,0.01,2.7520137,
0.0,160000.0,2714.0,12480.0,160000.0,58.953575,118.75,59.765625,-0.020156901,1e-04,,0.01,2.6581988,
0.0,170000.0,2868.0,13280.0,170000.0,59.274757,31.25,58.088234,-0.022994258,1e-04,,0.01,2.7078328,
0.0,180000.0,3011.0,14000.0,180000.0,59.780804,106.25,60.76389,-0.016505841,1e-04,,0.01,2.623966,
0.0,190000.0,3162.0,14800.0,190000.0,60.08855,87.5,62.17105,-0.026094157,1e-04,,0.01,2.607919,
0.0,200000.0,3315.0,15600.0,200000.0,60.331825,31.25,60.625,-0.03412947,1e-04,,0.01,2.6526308,
0.0,210000.0,3468.0,16400.0,210000.0,60.553635,31.25,59.22619,-0.028466064,1e-04,,0.01,2.641205,
0.0,220000.0,3607.0,17120.0,220000.0,60.992516,62.5,59.375,-0.030224364,1e-04,,0.01,2.5879521,
0.0,230000.0,3756.0,17920.0,230000.0,61.235355,0.0,56.79348,-0.027692528,1e-04,,0.01,2.697867,
0.0,240000.0,3906.0,18720.0,240000.0,61.44393,81.25,57.8125,-0.026602767,1e-04,,0.01,2.6676314,
