epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0007,,0.01,,
0.0,10000.0,55.0,95.0,10000.0,181.81818,62.5,62.5,-0.02160212,0.0007,,0.01,2.8898113,
0.0,20000.0,76.0,195.0,20000.0,263.1579,75.0,68.75,-0.020170636,0.0007,,0.01,2.8896127,
0.0,30000.0,97.0,290.0,30000.0,309.27835,53.125,63.541668,-0.027691377,0.0007,,0.01,2.889531,
0.0,40000.0,119.0,390.0,40000.0,336.13446,34.375,56.25,-0.03325296,0.0007,,0.01,2.8890104,
0.0,50000.0,140.0,485.0,50000.0,357.14285,37.5,52.5,-0.0019218065,0.0007,,0.01,2.8863385,
0.0,60000.0,161.0,585.0,60000.0,372.6708,28.125,48.4375,-0.019811863,0.0007,,0.01,2.8798778,
0.0,70000.0,182.0,680.0,70000.0,384.6154,31.25,45.982143,-0.017380392,0.0007,,0.01,2.8869328,
0.0,80000.0,203.0,780.0,80000.0,394.08868,56.25,47.265625,-0.019667314,0.0007,,0.01,2.8589385,
0.0,90000.0,224.0,875.0,90000.0,401.7857,25.0,44.791668,-0.01687758,0.0007,,0.01,2.88072,
0.0,100000.0,245.0,975.0,100000.0,408.16327,0.0,40.3125,-0.02554231,0.0007,,0.01,2.8868616,
0.0,110000.0,266.0,1070.0,110000.0,413.53384,34.375,39.772728,-0.019300796,0.0007,,0.01,2.886785,
0.0,120000.0,287.0,1170.0,120000.0,418.11847,21.875,38.28125,-0.020370241,0.0007,,0.01,2.8838067,
0.0,130000.0,308.0,1265.0,130000.0,422.0779,31.25,37.740383,-0.023980498,0.0007,,0.01,2.8680649,
0.0,140000.0,329.0,1365.0,140000.0,425.53192,0.0,35.044643,-0.042370234,0.0007,,0.01,2.8772707,
0.0,150000.0,351.0,1460.0,150000.0,427.35043,21.875,34.166668,-0.019766524,0.0007,,0.01,2.8845596,
0.0,160000.0,373.0,1560.0,160000.0,428.95444,18.75,33.203125,-0.020582614,0.0007,,0.01,2.8758726,
0.0,170000.0,396.0,1660.0,170000.0,429.29294,90.625,36.580883,-0.033830002,0.0007,,0.01,2.874718,
0.0,180000.0,418.0,1755.0,180000.0,430.622,15.625,35.416668,-0.033247963,0.0007,,0.01,2.8834999,
0.0,190000.0,439.0,1855.0,190000.0,432.80182,34.375,35.361843,-0.033034585,0.0007,,0.01,2.8785536,
0.0,200000.0,459.0,1950.0,200000.0,435.72986,50.0,36.09375,-0.014308529,0.0007,,0.01,2.8745475,
0.0,210000.0,480.0,2050.0,210000.0,437.5,6.25,34.67262,-0.033537883,0.0007,,0.01,2.8835275,
0.0,220000.0,501.0,2145.0,220000.0,439.12177,50.0,35.36932,-0.034260925,0.0007,,0.01,2.878426,
0.0,230000.0,522.0,2245.0,230000.0,440.61304,31.25,35.190216,-0.027023505,0.0007,,0.01,2.8668966,
0.0,240000.0,543.0,2340.0,240000.0,441.98895,6.25,33.984375,-0.017655946,0.0007,,0.01,2.8784878,
0.0,250000.0,564.0,2440.0,250000.0,443.26242,21.875,33.5,-0.01817554,0.0007,,0.01,2.8813443,
0.0,260000.0,603.0,2535.0,260000.0,431.17746,25.0,33.173077,-0.0084130205,0.0007,,0.01,2.8757758,
0.0,270000.0,641.0,2635.0,270000.0,421.21686,28.125,32.98611,-0.028363494,0.0007,,0.01,2.8819194,
0.0,280000.0,679.0,2730.0,280000.0,412.37112,43.75,33.370537,-0.01648572,0.0007,,0.01,2.8844495,
0.0,290000.0,716.0,2830.0,290000.0,405.02792,46.875,33.83621,-0.015184361,0.0007,,0.01,2.87492,
0.0,300000.0,753.0,2925.0,300000.0,398.40637,6.25,32.916668,-0.022544935,0.0007,,0.01,2.87535,
0.0,310000.0,790.0,3025.0,310000.0,392.40506,34.375,32.96371,-0.005542823,0.0007,,0.01,2.8741777,
0.0,320000.0,827.0,3125.0,320000.0,386.94073,43.75,33.30078,-0.042416394,0.0007,,0.01,2.863516,
0.0,330000.0,865.0,3220.0,330000.0,381.5029,53.125,33.901516,-0.017859574,0.0007,,0.01,2.8811345,
0.0,340000.0,904.0,3320.0,340000.0,376.1062,40.625,34.099266,-0.01727863,0.0007,,0.01,2.873846,
0.0,350000.0,940.0,3415.0,350000.0,372.34042,34.375,34.107143,-0.01063604,0.0007,,0.01,2.8644924,
0.0,360000.0,980.0,3515.0,360000.0,367.34692,31.25,34.02778,0.004684385,0.0007,,0.01,2.882952,
0.0,370000.0,1018.0,3610.0,370000.0,363.45776,53.125,34.54392,-0.060439475,0.0007,,0.01,2.8748755,
0.0,380000.0,1056.0,3710.0,380000.0,359.84848,56.25,35.11513,-0.02039011,0.0007,,0.01,2.8699322,
0.0,390000.0,1093.0,3805.0,390000.0,356.8161,71.875,36.057693,-0.010869192,0.0007,,0.01,2.8649795,
0.0,400000.0,1131.0,3905.0,400000.0,353.6693,21.875,35.703125,-0.017266693,0.0007,,0.01,2.87748,
0.0,410000.0,1168.0,4000.0,410000.0,351.0274,56.25,36.20427,-0.023828723,0.0007,,0.01,2.8864067,
0.0,420000.0,1205.0,4100.0,420000.0,348.54773,37.5,36.23512,-0.019083502,0.0007,,0.01,2.8853767,
0.0,430000.0,1243.0,4195.0,430000.0,345.93726,46.875,36.48256,-0.020588918,0.0007,,0.01,2.8868973,
0.0,440000.0,1280.0,4295.0,440000.0,343.75,103.125,37.997158,-0.0059441887,0.0007,,0.01,2.8859525,
0.0,450000.0,1317.0,4390.0,450000.0,341.68564,75.0,38.819443,-0.02867742,0.0007,,0.01,2.8868132,
0.0,460000.0,1356.0,4490.0,460000.0,339.23303,12.5,38.247284,-0.028705727,0.0007,,0.01,2.8845336,
0.0,470000.0,1394.0,4585.0,470000.0,337.15924,28.125,38.031914,-0.029518278,0.0007,,0.01,2.8832085,
0.0,480000.0,1431.0,4685.0,480000.0,335.42978,75.0,38.802082,-0.029455148,0.0007,,0.01,2.8840826,
0.0,490000.0,1468.0,4785.0,490000.0,333.78748,53.125,39.094387,-0.023932355,0.0007,,0.01,2.8851824,
0.0,500000.0,1504.0,4880.0,500000.0,332.4468,37.5,39.0625,-0.0269542,0.0007,,0.01,2.8858478,
0.0,510000.0,1541.0,4980.0,510000.0,330.95392,56.25,39.39951,-0.01822737,0.0007,,0.01,2.8816063,
0.0,520000.0,1577.0,5075.0,520000.0,329.74002,31.25,39.24279,-0.014940561,0.0007,,0.01,2.8367257,
0.0,530000.0,1615.0,5175.0,530000.0,328.17337,59.375,39.622643,-0.03068613,0.0007,,0.01,2.8549786,
0.0,540000.0,1651.0,5270.0,540000.0,327.0745,93.75,40.625,-0.008578412,0.0007,,0.01,2.8621783,
0.0,550000.0,1689.0,5370.0,550000.0,325.63647,56.25,40.909092,-0.023884092,0.0007,,0.01,2.8799639,
0.0,560000.0,1728.0,5465.0,560000.0,324.07407,62.5,41.294643,0.07030665,0.0007,,0.01,2.274294,
0.0,570000.0,1769.0,5565.0,570000.0,322.21594,37.5,41.22807,0.008533059,0.0007,,0.01,2.8603234,
0.0,580000.0,1807.0,5660.0,580000.0,320.974,53.125,41.43319,-0.03448409,0.0007,,0.01,2.8620498,
0.0,590000.0,1845.0,5760.0,590000.0,319.7832,37.5,41.366524,0.0055051986,0.0007,,0.01,2.775358,
0.0,600000.0,1881.0,5855.0,600000.0,318.97928,6.25,40.78125,-0.024751414,0.0007,,0.01,2.8304121,
0.0,610000.0,1917.0,5955.0,610000.0,318.20554,31.25,40.625,-0.04345385,0.0007,,0.01,2.84123,
0.0,620000.0,1954.0,6050.0,620000.0,317.29785,28.125,40.423386,-0.06425469,0.0007,,0.01,2.5157151,
0.0,630000.0,1992.0,6150.0,630000.0,316.26505,56.25,40.674603,-0.02982454,0.0007,,0.01,2.8424964,
0.0,640000.0,2028.0,6250.0,640000.0,315.58185,40.625,40.67383,-0.03509066,0.0007,,0.01,2.8360856,
0.0,650000.0,2064.0,6345.0,650000.0,314.9225,21.875,40.384617,-0.037534308,0.0007,,0.01,2.747321,
0.0,660000.0,2102.0,6445.0,660000.0,313.9867,65.625,40.767044,-0.0335664,0.0007,,0.01,2.8233552,
0.0,670000.0,2138.0,6540.0,670000.0,313.37698,50.0,40.90485,-0.026704704,0.0007,,0.01,2.7494345,
0.0,680000.0,2175.0,6640.0,680000.0,312.64368,28.125,40.71691,0.033463847,0.0007,,0.01,1.9885074,
0.0,690000.0,2212.0,6735.0,690000.0,311.9349,53.125,40.89674,-0.0184309,0.0007,,0.01,2.714516,
0.0,700000.0,2249.0,6835.0,700000.0,311.24945,62.5,41.205357,-0.0054973,0.0007,,0.01,2.7971797,
0.0,710000.0,2285.0,6930.0,710000.0,310.7221,34.375,41.109154,-0.023149109,0.0007,,0.01,2.6951509,
0.0,720000.0,2322.0,7030.0,720000.0,310.0775,25.0,40.885418,-0.041871272,0.0007,,0.01,2.4938827,
0.0,730000.0,2359.0,7125.0,730000.0,309.45316,28.125,40.710617,-0.038656827,0.0007,,0.01,2.8152277,
0.0,740000.0,2396.0,7225.0,740000.0,308.84808,34.375,40.625,-0.035631347,0.0007,,0.01,2.6294932,
