epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0007,,0.01,,
0.0,10000.0,56.0,95.0,10000.0,178.57143,65.625,65.625,-0.02436205,0.0007,,0.01,2.887727,
0.0,20000.0,76.0,195.0,20000.0,263.1579,28.125,46.875,-0.032377616,0.0007,,0.01,2.8866398,
0.0,30000.0,97.0,290.0,30000.0,309.27835,0.0,31.25,-0.026420388,0.0007,,0.01,2.8877077,
0.0,40000.0,119.0,390.0,40000.0,336.13446,6.25,25.0,-0.025818802,0.0007,,0.01,2.8886096,
0.0,50000.0,140.0,485.0,50000.0,357.14285,12.5,22.5,-0.021366948,0.0007,,0.01,2.8893166,
0.0,60000.0,161.0,585.0,60000.0,372.6708,0.0,18.75,-0.02575182,0.0007,,0.01,2.8881392,
0.0,70000.0,181.0,680.0,70000.0,386.74033,37.5,21.428572,-0.03833658,0.0007,,0.01,2.8850758,
0.0,80000.0,202.0,780.0,80000.0,396.0396,15.625,20.703125,-0.024765462,0.0007,,0.01,2.876307,
0.0,90000.0,222.0,875.0,90000.0,405.4054,37.5,22.569445,-0.015740026,0.0007,,0.01,2.8817084,
0.0,100000.0,243.0,975.0,100000.0,411.52264,37.5,24.0625,-0.022979023,0.0007,,0.01,2.8818705,
0.0,110000.0,264.0,1070.0,110000.0,416.66666,18.75,23.579546,-0.02599213,0.0007,,0.01,2.8822668,
0.0,120000.0,285.0,1170.0,120000.0,421.05264,21.875,23.4375,-0.016631456,0.0007,,0.01,2.884748,
0.0,130000.0,306.0,1265.0,130000.0,424.8366,50.0,25.48077,-0.009565695,0.0007,,0.01,2.853239,
0.0,140000.0,327.0,1365.0,140000.0,428.13455,31.25,25.892857,-0.020581959,0.0007,,0.01,2.8829393,
0.0,150000.0,349.0,1460.0,150000.0,429.79944,21.875,25.625,-0.0018426739,0.0007,,0.01,2.8820188,
0.0,160000.0,370.0,1560.0,160000.0,432.43243,75.0,28.710938,-0.03734071,0.0007,,0.01,2.8635,
0.0,170000.0,393.0,1660.0,170000.0,432.56998,50.0,29.963236,-0.012175515,0.0007,,0.01,2.8732297,
0.0,180000.0,415.0,1755.0,180000.0,433.73495,50.0,31.07639,0.019733211,0.0007,,0.01,2.859842,
0.0,190000.0,436.0,1855.0,190000.0,435.77982,28.125,30.921053,-0.029622082,0.0007,,0.01,2.8820577,
0.0,200000.0,456.0,1950.0,200000.0,438.5965,56.25,32.1875,-0.006853872,0.0007,,0.01,2.8840556,
0.0,210000.0,478.0,2050.0,210000.0,439.33054,28.125,31.994047,-0.0011306647,0.0007,,0.01,2.887036,
0.0,220000.0,499.0,2145.0,220000.0,440.88177,6.25,30.823864,-0.016709026,0.0007,,0.01,2.8868246,
0.0,230000.0,520.0,2245.0,230000.0,442.30768,6.25,29.755434,-0.025538392,0.0007,,0.01,2.882529,
0.0,240000.0,540.0,2340.0,240000.0,444.44446,78.125,31.770834,-0.025674844,0.0007,,0.01,2.8810449,
0.0,250000.0,561.0,2440.0,250000.0,445.6328,31.25,31.75,-0.025475748,0.0007,,0.01,2.8858528,
0.0,260000.0,597.0,2535.0,260000.0,435.5109,37.5,31.971153,-0.027776588,0.0007,,0.01,2.885627,
