epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0007,,0.01,,
0.0,10000.0,77.0,280.0,10000.0,129.87013,6.25,6.25,-0.07628675,0.0007,,0.01,2.8899527,
0.0,20000.0,122.0,565.0,20000.0,163.93443,56.25,31.25,-0.056825638,0.0007,,0.01,2.8898873,
0.0,30000.0,166.0,850.0,30000.0,180.72289,28.125,30.208334,-0.040593624,0.0007,,0.01,2.889805,
0.0,40000.0,210.0,1135.0,40000.0,190.4762,21.875,28.125,-0.071695656,0.0007,,0.01,2.8897421,
0.0,50000.0,253.0,1420.0,50000.0,197.62846,78.125,38.125,-0.06790123,0.0007,,0.01,2.88892,
0.0,60000.0,296.0,1700.0,60000.0,202.7027,31.25,36.979168,-0.052019957,0.0007,,0.01,2.889319,
0.0,70000.0,340.0,1985.0,70000.0,205.88235,21.875,34.82143,0.017276984,0.0007,,0.01,2.889609,
0.0,80000.0,384.0,2270.0,80000.0,208.33333,50.0,36.71875,-0.048768792,0.0007,,0.01,2.8895109,
0.0,90000.0,429.0,2555.0,90000.0,209.7902,6.25,33.333332,-0.07355326,0.0007,,0.01,2.8897383,
0.0,100000.0,474.0,2840.0,100000.0,210.97046,53.125,35.3125,-0.047580894,0.0007,,0.01,2.888964,
0.0,110000.0,517.0,3125.0,110000.0,212.76596,53.125,36.93182,-0.045409825,0.0007,,0.01,2.889544,
0.0,120000.0,562.0,3405.0,120000.0,213.52313,90.625,41.40625,-0.042165495,0.0007,,0.01,2.8891032,
0.0,130000.0,605.0,3690.0,130000.0,214.87604,31.25,40.625,0.20885381,0.0007,,0.01,2.889364,
0.0,140000.0,649.0,3975.0,140000.0,215.71649,43.75,40.848213,-0.05918922,0.0007,,0.01,2.8896966,
0.0,150000.0,693.0,4260.0,150000.0,216.45021,43.75,41.041668,-0.054437507,0.0007,,0.01,2.8893173,
0.0,160000.0,736.0,4545.0,160000.0,217.39131,0.0,38.476562,-0.05527202,0.0007,,0.01,2.889095,
0.0,170000.0,780.0,4825.0,170000.0,217.94872,56.25,39.52206,-0.09847039,0.0007,,0.01,2.888749,
0.0,180000.0,824.0,5110.0,180000.0,218.44661,34.375,39.23611,-0.06610376,0.0007,,0.01,2.8887644,
0.0,190000.0,868.0,5395.0,190000.0,218.89401,15.625,37.99342,-0.05099441,0.0007,,0.01,2.8890686,
0.0,200000.0,911.0,5680.0,200000.0,219.53897,31.25,37.65625,-0.06978887,0.0007,,0.01,2.8890564,
0.0,210000.0,954.0,5965.0,210000.0,220.1258,37.5,37.64881,-0.06681718,0.0007,,0.01,2.8888958,
0.0,220000.0,997.0,6250.0,220000.0,220.66199,37.5,37.642044,-0.054584753,0.0007,,0.01,2.8885248,
0.0,230000.0,1040.0,6530.0,230000.0,221.15384,37.5,37.635868,-0.06502053,0.0007,,0.01,2.8886886,
0.0,240000.0,1083.0,6815.0,240000.0,221.60664,43.75,37.890625,-0.12840831,0.0007,,0.01,2.8872352,
0.0,250000.0,1126.0,7100.0,250000.0,222.02487,65.625,39.0,-0.073163934,0.0007,,0.01,2.8875527,
0.0,260000.0,1172.0,7385.0,260000.0,221.843,65.625,40.02404,0.085047625,0.0007,,0.01,2.888257,
0.0,270000.0,1216.0,7670.0,270000.0,222.03947,109.375,42.592594,-0.15188454,0.0007,,0.01,2.8828514,
0.0,280000.0,1259.0,7950.0,280000.0,222.39873,37.5,42.410713,-0.089618415,0.0007,,0.01,2.887871,
0.0,290000.0,1302.0,8235.0,290000.0,222.73425,46.875,42.564655,0.02373876,0.0007,,0.01,2.8878648,
0.0,300000.0,1345.0,8520.0,300000.0,223.04832,12.5,41.5625,-0.032978002,0.0007,,0.01,2.8879185,
0.0,310000.0,1389.0,8805.0,310000.0,223.18214,15.625,40.725807,-0.044191696,0.0007,,0.01,2.8871562,
0.0,320000.0,1432.0,9090.0,320000.0,223.46368,78.125,41.89453,-0.061949324,0.0007,,0.01,2.8878937,
0.0,330000.0,1474.0,9375.0,330000.0,223.8806,81.25,43.08712,-0.056427386,0.0007,,0.01,2.887718,
0.0,340000.0,1517.0,9655.0,340000.0,224.12657,81.25,44.20956,-0.035161458,0.0007,,0.01,2.8885915,
0.0,350000.0,1561.0,9940.0,350000.0,224.21524,28.125,43.75,-0.058824103,0.0007,,0.01,2.8887618,
0.0,360000.0,1603.0,10225.0,360000.0,224.57892,103.125,45.399307,0.051953223,0.0007,,0.01,2.8888853,
0.0,370000.0,1647.0,10510.0,370000.0,224.65088,31.25,45.01689,-0.059450135,0.0007,,0.01,2.889274,
0.0,380000.0,1690.0,10795.0,380000.0,224.85207,21.875,44.407894,-0.054768097,0.0007,,0.01,2.8891656,
0.0,390000.0,1733.0,11075.0,390000.0,225.04327,53.125,44.63141,-0.0073465216,0.0007,,0.01,2.8889055,
0.0,400000.0,1776.0,11360.0,400000.0,225.22522,31.25,44.296875,-0.050548755,0.0007,,0.01,2.8880467,
0.0,410000.0,1818.0,11645.0,410000.0,225.52255,28.125,43.90244,-0.051207427,0.0007,,0.01,2.8874915,
0.0,420000.0,1862.0,11930.0,420000.0,225.5639,15.625,43.229168,-0.0379334,0.0007,,0.01,2.8886817,
0.0,430000.0,1905.0,12215.0,430000.0,225.72179,59.375,43.604652,-0.059935052,0.0007,,0.01,2.887517,
0.0,440000.0,1947.0,12500.0,440000.0,225.9887,43.75,43.607956,-0.04459942,0.0007,,0.01,2.8881052,
0.0,450000.0,1991.0,12780.0,450000.0,226.01707,75.0,44.305557,-0.03059935,0.0007,,0.01,2.887881,
0.0,460000.0,2034.0,13065.0,460000.0,226.15536,31.25,44.02174,-0.04842097,0.0007,,0.01,2.8883927,
0.0,470000.0,2078.0,13350.0,470000.0,226.17902,21.875,43.550533,0.09605326,0.0007,,0.01,2.8871944,
0.0,480000.0,2122.0,13635.0,480000.0,226.20169,34.375,43.359375,-0.041369945,0.0007,,0.01,2.8870947,
0.0,490000.0,2166.0,13920.0,490000.0,226.22345,34.375,43.17602,-0.05993498,0.0007,,0.01,2.887734,
0.0,500000.0,2208.0,14200.0,500000.0,226.44928,15.625,42.625,-0.042005215,0.0007,,0.01,2.887721,
0.0,510000.0,2251.0,14485.0,510000.0,226.56596,28.125,42.340687,-0.054296434,0.0007,,0.01,2.887207,
0.0,520000.0,2295.0,14770.0,520000.0,226.57951,21.875,41.947117,-0.03467705,0.0007,,0.01,2.8883383,
0.0,530000.0,2338.0,15055.0,530000.0,226.68948,37.5,41.86321,-0.051697128,0.0007,,0.01,2.8881538,
0.0,540000.0,2382.0,15340.0,540000.0,226.70026,71.875,42.41898,-0.08650226,0.0007,,0.01,2.8868241,
