epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,184.0,95.0,10000.0,54.347828,34.375,34.375,-0.029050069,1e-04,,0.01,2.8895245,
0.0,20000.0,268.0,195.0,20000.0,74.62687,87.5,60.9375,-0.0070266835,1e-04,,0.01,2.889128,
0.0,30000.0,344.0,290.0,30000.0,87.209305,28.125,50.0,-0.019414,1e-04,,0.01,2.8860736,
0.0,40000.0,420.0,390.0,40000.0,95.2381,15.625,41.40625,-0.02678509,1e-04,,0.01,2.8872788,
0.0,50000.0,493.0,485.0,50000.0,101.419876,59.375,45.0,0.009421686,1e-04,,0.01,2.8784564,
0.0,60000.0,567.0,585.0,60000.0,105.82011,100.0,54.166668,-0.01834832,1e-04,,0.01,2.880275,
0.0,70000.0,640.0,680.0,70000.0,109.375,81.25,58.035713,0.0046468955,1e-04,,0.01,2.7809215,
0.0,80000.0,713.0,780.0,80000.0,112.201965,50.0,57.03125,-0.031137476,1e-04,,0.01,2.877369,
0.0,90000.0,788.0,875.0,90000.0,114.213196,78.125,59.375,0.001855758,1e-04,,0.01,2.8643422,
0.0,100000.0,863.0,975.0,100000.0,115.874855,90.625,62.5,-0.012157349,1e-04,,0.01,2.884758,
0.0,110000.0,937.0,1070.0,110000.0,117.39594,34.375,59.94318,-0.015679874,1e-04,,0.01,2.8804886,
0.0,120000.0,1012.0,1170.0,120000.0,118.57707,53.125,59.375,-0.01949094,1e-04,,0.01,2.8784165,
0.0,130000.0,1084.0,1265.0,130000.0,119.9262,0.0,54.807693,-0.016218444,1e-04,,0.01,2.8775022,
0.0,140000.0,1158.0,1365.0,140000.0,120.8981,56.25,54.910713,-0.006195075,1e-04,,0.01,2.8592763,
0.0,150000.0,1233.0,1460.0,150000.0,121.6545,84.375,56.875,-0.016739175,1e-04,,0.01,2.8773093,
0.0,160000.0,1311.0,1560.0,160000.0,122.04424,21.875,54.6875,-0.013088454,1e-04,,0.01,2.878627,
0.0,170000.0,1387.0,1660.0,170000.0,122.56669,43.75,54.044117,-0.021443147,1e-04,,0.01,2.8752592,
0.0,180000.0,1463.0,1755.0,180000.0,123.03486,53.125,53.993057,-0.0025681304,1e-04,,0.01,2.8518052,
0.0,190000.0,1538.0,1855.0,190000.0,123.53706,37.5,53.125,-0.015908489,1e-04,,0.01,2.8696673,
0.0,200000.0,1607.0,1950.0,200000.0,124.455505,43.75,52.65625,-0.018732479,1e-04,,0.01,2.8786302,
0.0,210000.0,1679.0,2050.0,210000.0,125.07445,65.625,53.27381,-0.025115287,1e-04,,0.01,2.8611946,
0.0,220000.0,1749.0,2145.0,220000.0,125.78616,21.875,51.846592,-0.01876939,1e-04,,0.01,2.884059,
0.0,230000.0,1817.0,2245.0,230000.0,126.582275,21.875,50.54348,-0.0623453,1e-04,,0.01,2.8605866,
0.0,240000.0,1884.0,2340.0,240000.0,127.388535,37.5,50.0,-0.034578774,1e-04,,0.01,2.8732343,
0.0,250000.0,1956.0,2440.0,250000.0,127.81186,84.375,51.375,-0.012260048,1e-04,,0.01,2.8714662,
0.0,260000.0,2026.0,2535.0,260000.0,128.3317,6.25,49.639423,0.009422075,1e-04,,0.01,2.7677183,
0.0,270000.0,2097.0,2635.0,270000.0,128.75537,65.625,50.23148,-0.016195685,1e-04,,0.01,2.8713372,
0.0,280000.0,2163.0,2730.0,280000.0,129.44984,131.25,53.125,-0.011003336,1e-04,,0.01,2.830121,
0.0,290000.0,2234.0,2830.0,290000.0,129.812,43.75,52.801723,0.0128575135,1e-04,,0.01,2.858855,
0.0,300000.0,2304.0,2925.0,300000.0,130.20833,90.625,54.0625,-0.012882141,1e-04,,0.01,2.832202,
0.0,310000.0,2375.0,3025.0,310000.0,130.52632,53.125,54.032257,-0.0016282201,1e-04,,0.01,2.837578,
0.0,320000.0,2444.0,3125.0,320000.0,130.93289,37.5,53.515625,-0.015983436,1e-04,,0.01,2.8433352,
