epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,179.0,95.0,10000.0,55.86592,6.25,6.25,-0.022466099,1e-04,,0.01,2.8876758,
0.0,20000.0,263.0,195.0,20000.0,76.04562,50.0,28.125,-0.020805452,1e-04,,0.01,2.8890421,
0.0,30000.0,343.0,290.0,30000.0,87.463554,18.75,25.0,-0.0153924655,1e-04,,0.01,2.8864796,
0.0,40000.0,421.0,390.0,40000.0,95.01188,15.625,22.65625,-0.025546156,1e-04,,0.01,2.8873549,
0.0,50000.0,498.0,485.0,50000.0,100.4016,15.625,21.25,-0.019476112,1e-04,,0.01,2.878776,
0.0,60000.0,574.0,585.0,60000.0,104.52962,21.875,21.354166,-0.027046615,1e-04,,0.01,2.8854344,
0.0,70000.0,653.0,680.0,70000.0,107.19755,59.375,26.785715,-0.03445179,1e-04,,0.01,2.8574839,
0.0,80000.0,727.0,780.0,80000.0,110.04127,21.875,26.171875,-0.040824436,1e-04,,0.01,2.866146,
0.0,90000.0,803.0,875.0,90000.0,112.079704,6.25,23.958334,-0.01576875,1e-04,,0.01,2.8702476,
0.0,100000.0,880.0,975.0,100000.0,113.63636,31.25,24.6875,-0.014516184,1e-04,,0.01,2.866446,
0.0,110000.0,951.0,1070.0,110000.0,115.66772,12.5,23.579546,-0.022563713,1e-04,,0.01,2.8818204,
0.0,120000.0,1025.0,1170.0,120000.0,117.07317,84.375,28.645834,-0.0044049527,1e-04,,0.01,2.8860006,
0.0,130000.0,1104.0,1265.0,130000.0,117.753624,34.375,29.086538,-0.009396743,1e-04,,0.01,2.8746192,
0.0,140000.0,1181.0,1365.0,140000.0,118.54361,12.5,27.901785,-0.0181452,1e-04,,0.01,2.8787475,
0.0,150000.0,1258.0,1460.0,150000.0,119.236885,71.875,30.833334,-0.013395536,1e-04,,0.01,2.883016,
0.0,160000.0,1332.0,1560.0,160000.0,120.12012,71.875,33.398438,-0.011267932,1e-04,,0.01,2.8454554,
0.0,170000.0,1404.0,1660.0,170000.0,121.08262,84.375,36.39706,-0.0538983,1e-04,,0.01,2.8615794,
0.0,180000.0,1477.0,1755.0,180000.0,121.86865,28.125,35.9375,-0.02347281,1e-04,,0.01,2.8785343,
