epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,165.0,95.0,10000.0,60.60606,21.875,21.875,-0.030730322,1e-04,,0.01,2.8859935,
0.0,20000.0,242.0,195.0,20000.0,82.64463,59.375,40.625,-0.026917329,1e-04,,0.01,2.8862336,
0.0,30000.0,317.0,290.0,30000.0,94.63722,37.5,39.583332,-0.044002797,1e-04,,0.01,2.881504,
0.0,40000.0,393.0,390.0,40000.0,101.78117,21.875,35.15625,-0.03016916,1e-04,,0.01,2.8874369,
0.0,50000.0,470.0,485.0,50000.0,106.38298,6.25,29.375,-0.019484324,1e-04,,0.01,2.887073,
0.0,60000.0,545.0,585.0,60000.0,110.09174,62.5,34.895832,-0.013939947,1e-04,,0.01,2.8808951,
