epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,166.0,95.0,10000.0,60.240963,50.0,50.0,-0.027061088,1e-04,,0.01,2.8873403,
0.0,20000.0,239.0,195.0,20000.0,83.68201,37.5,43.75,-0.026623923,1e-04,,0.01,2.886885,
0.0,30000.0,310.0,290.0,30000.0,96.77419,6.25,31.25,-0.019355774,1e-04,,0.01,2.8850942,
0.0,40000.0,386.0,390.0,40000.0,103.626945,21.875,28.90625,-0.020182068,1e-04,,0.01,2.887154,
0.0,50000.0,462.0,485.0,50000.0,108.225105,31.25,29.375,-0.0021790685,1e-04,,0.01,2.8844628,
0.0,60000.0,534.0,585.0,60000.0,112.35955,0.0,24.479166,-0.022440434,1e-04,,0.01,2.8821862,
