epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,166.0,95.0,10000.0,60.240963,43.75,43.75,-0.022271248,1e-04,,0.01,2.8865108,
0.0,20000.0,241.0,195.0,20000.0,82.98755,12.5,28.125,-0.03474581,1e-04,,0.01,2.8862987,
0.0,30000.0,317.0,290.0,30000.0,94.63722,28.125,28.125,-0.019513741,1e-04,,0.01,2.8805795,
0.0,40000.0,393.0,390.0,40000.0,101.78117,40.625,31.25,-0.02770701,1e-04,,0.01,2.8862712,
0.0,50000.0,468.0,485.0,50000.0,106.83761,100.0,45.0,-0.03519648,1e-04,,0.01,2.8865385,
0.0,60000.0,546.0,585.0,60000.0,109.89011,37.5,43.75,-0.017987566,1e-04,,0.01,2.8815494,
